CODE,TITLE,Type,CREDITS,SLOT,FACULTY,VENUE
BCSE209L,Machine Learning,TH,3,B1+TB1,R JOTHI,AB3-513
BCSE209L,Machine Learning,TH,3,B2+TB2,SALEENA B,AB3-513
BCSE209L,Machine Learning,TH,3,B1+TB1,SHRIDEVI S,AB3-603
BCSE209L,Machine Learning,TH,3,B2+TB2,SRIDEVI S,AB3-603
BCSE209L,Machine Learning,TH,3,B1+TB1,TULASI PRASAD SARIKI,AB3-705
BCSE209L,Machine Learning,TH,3,B1+TB1,PRIYADARSHINI J,AB3-404
BCSE209P,Machine Learning Lab,LO,1,L25+L26,MAHESWARI N,AB1-208
BCSE209P,Machine Learning Lab,LO,1,L43+L44,PRAKASH B,AB1-605B
BCSE209P,Machine Learning Lab,LO,1,L15+L16,ABDUL QUADIR MD,AB3-602
BCSE209P,Machine Learning Lab,LO,1,L43+L44,R JOTHI,AB3-602
BCSE209P,Machine Learning Lab,LO,1,L15+L16,SALEENA B,AB1-313
BCSE209P,Machine Learning Lab,LO,1,L45+L46,SHRIDEVI S,AB1-209
BCSE209P,Machine Learning Lab,LO,1,L13+L14,SRIDEVI S,AB1-209
BCSE209P,Machine Learning Lab,LO,1,L45+L46,TULASI PRASAD SARIKI,AB1-208
BCSE209P,Machine Learning Lab,LO,1,L31+L32,PRIYADARSHINI J,AB1-307
BCSE301L,Software Engineering,TH,3,D1+TD1,ALOK CHAUHAN,AB3-508
BCSE301L,Software Engineering,TH,3,D2+TD2,ELAKYA R,AB3-508
BCSE301L,Software Engineering,TH,3,D1+TD1,BERIN SHALU S,AB3-509
BCSE301L,Software Engineering,TH,3,D2+TD2,ILAVENDHAN A,AB3-509
BCSE301L,Software Engineering,TH,3,D1+TD1,ELAKIYA E,AB3-513
BCSE301L,Software Engineering,TH,3,D2+TD2,ALOK CHAUHAN,AB3-513
BCSE301L,Software Engineering,TH,3,D1+TD1,KUMARAN K,AB3-604
BCSE301L,Software Engineering,TH,3,D2+TD2,SRISAKTHI SARAVANAN,AB3-604
BCSE301L,Software Engineering,TH,3,D1+TD1,LAKSHMI HARIKA PALIVELA,AB3-608
BCSE301L,Software Engineering,TH,3,D2+TD2,KARTHIKA S K,AB3-608
BCSE301L,Software Engineering,TH,3,D1+TD1,ELAKYA R,AB3-609
BCSE301L,Software Engineering,TH,3,D1+TD1,ILAVENDHAN A,AB3-613
BCSE301L,Software Engineering,TH,3,D2+TD2,ELAKIYA E,AB3-609
BCSE301L,Software Engineering,TH,3,D1+TD1,V. SAKTHIVEL,AB3-703
BCSE301L,Software Engineering,TH,3,D1+TD1,PRABHAKARAN R,AB3-704
BCSE301L,Software Engineering,TH,3,B1+TB1,KAVITHA,AB3-405
BCSE301L,Software Engineering,TH,3,B1+TB1,A. K ILAVARASI,AB3-406
BCSE301L,Software Engineering,TH,3,B1+TB1,ILAKIYASELVAN N,AB3-407
BCSE301L,Software Engineering,TH,3,B1+TB1,PARKAVI K,AB3-408
BCSE301L,Software Engineering,TH,3,B1+TB1,SUGANESHWARI,AB3-409
BCSE301L,Software Engineering,TH,3,B1+TB1,REVATHI M,AB3-413
BCSE301L,Software Engineering,TH,3,B2+TB2,KAVITHA,AB3-403
BCSE301L,Software Engineering,TH,3,B2+TB2,ILAKIYASELVAN N,AB3-404
BCSE301L,Software Engineering,TH,3,B2+TB2,REVATHI M,AB3-405
BCSE301L,Software Engineering,TH,3,B2+TB2,A. K ILAVARASI,AB3-406
BCSE301L,Software Engineering,TH,3,B2+TB2,PARKAVI K,AB3-407
BCSE301L,Software Engineering,TH,3,B2+TB2,SUGANESHWARI,AB3-408
BCSE301L,Software Engineering,TH,3,D1+TD1,KARTHIKA S K,AB3-504
BCSE301L,Software Engineering,TH,3,D2+TD2,LAKSHMI HARIKA PALIVELA,AB3-504
BCSE301L,Software Engineering,TH,3,D1+TD1,PRAVEEN JOE I R,AB3-503
BCSE301L,Software Engineering,TH,3,D1+TD1,SOFTYA SEBASTIAN,AB3-505
BCSE301L,Software Engineering,TH,3,D1+TD1,SRISAKTHI SARAVANAN,AB3-506
BCSE301L,Software Engineering,TH,3,D2+TD2,PRABHAKARAN R,AB3-506
BCSE301L,Software Engineering,TH,3,D2+TD2,SOFTYA SEBASTIAN,AB3-503
BCSE301L,Software Engineering,TH,3,D2+TD2,KUMARAN K,AB3-505
BCSE301P,Software Engineering Lab,LO,1,L11+L12,ALOK CHAUHAN,AB1-313
BCSE301P,Software Engineering Lab,LO,1,L9+L10,ELAKYA R,AB3-611
BCSE301P,Software Engineering Lab,LO,1,L11+L12,BERIN SHALU S,AB3-511
BCSE301P,Software Engineering Lab,LO,1,L27+L28,ILAVENDHAN A,AB1-208
BCSE301P,Software Engineering Lab,LO,1,L57+L58,ELAKIYA E,AB1-210
BCSE301P,Software Engineering Lab,LO,1,L27+L28,ALOK CHAUHAN,AB3 - 402
BCSE301P,Software Engineering Lab,LO,1,L57+L58,KUMARAN K,AB1-311
BCSE301P,Software Engineering Lab,LO,1,L21+L22,SRISAKTHI SARAVANAN,AB3-611
BCSE301P,Software Engineering Lab,LO,1,L57+L58,LAKSHMI HARIKA PALIVELA,AB1-209
BCSE301P,Software Engineering Lab,LO,1,L9+L10,KARTHIKA S K,AB3-602
BCSE301P,Software Engineering Lab,LO,1,L29+L30,ELAKYA R,AB3 - 412
BCSE301P,Software Engineering Lab,LO,1,L57+L58,ILAVENDHAN A,AB1-208
BCSE301P,Software Engineering Lab,LO,1,L27+L28,ELAKIYA E,AB3 - 412
BCSE301P,Software Engineering Lab,LO,1,L29+L30,V. SAKTHIVEL,AB3-511
BCSE301P,Software Engineering Lab,LO,1,L55+L56,PRABHAKARAN R,AB1-313
BCSE301P,Software Engineering Lab,LO,1,L29+L30,KAVITHA,AB1-313
BCSE301P,Software Engineering Lab,LO,1,L31+L32,A. K ILAVARASI,AB1-313
BCSE301P,Software Engineering Lab,LO,1,L45+L46,ILAKIYASELVAN N,AB1-210
BCSE301P,Software Engineering Lab,LO,1,L45+L46,PARKAVI K,AB1-311
BCSE301P,Software Engineering Lab,LO,1,L45+L46,SUGANESHWARI,AB1-307
BCSE301P,Software Engineering Lab,LO,1,L29+L30,REVATHI M,AB3-202
BCSE301P,Software Engineering Lab,LO,1,L25+L26,KAVITHA,AB1-605A
BCSE301P,Software Engineering Lab,LO,1,L15+L16,ILAKIYASELVAN N,AB1-605B
BCSE301P,Software Engineering Lab,LO,1,L25+L26,REVATHI M,AB3-612
BCSE301P,Software Engineering Lab,LO,1,L13+L14,A. K ILAVARASI,AB1-307
BCSE301P,Software Engineering Lab,LO,1,L25+L26,PARKAVI K,AB1-311
BCSE301P,Software Engineering Lab,LO,1,L15+L16,SUGANESHWARI,AB3-202
BCSE301P,Software Engineering Lab,LO,1,L57+L58,KARTHIKA S K,AB1-307
BCSE301P,Software Engineering Lab,LO,1,L27+L28,LAKSHMI HARIKA PALIVELA,AB1-605B
BCSE301P,Software Engineering Lab,LO,1,L29+L30,PRAVEEN JOE I R,AB1-307
BCSE301P,Software Engineering Lab,LO,1,L55+L56,SOFTYA SEBASTIAN,AB1-209
BCSE301P,Software Engineering Lab,LO,1,L55+L56,SRISAKTHI SARAVANAN,AB1-605B
BCSE301P,Software Engineering Lab,LO,1,L27+L28,PRABHAKARAN R,AB1-209
BCSE301P,Software Engineering Lab,LO,1,L27+L28,SOFTYA SEBASTIAN,AB1-210
BCSE301P,Software Engineering Lab,LO,1,L9+L10,KUMARAN K,AB3-612
BCSE302L,Database Systems,TH,3,G1+TG1,ANIK GOSWAMI,AB2-407
BCSE302L,Database Systems,TH,3,A1+TA1,ROLLA SUBRAHMANYAM,AB3-503
BCSE302L,Database Systems,TH,3,A1+TA1,SANKAR P,AB3-504
BCSE302L,Database Systems,TH,3,A1+TA1,HELEN VIJITHA P,AB3-505
BCSE302L,Database Systems,TH,3,A1+TA1,PARVATHY A K,AB3-506
BCSE302L,Database Systems,TH,3,A1+TA1,SIVARANJANI N,AB3-507
BCSE302L,Database Systems,TH,3,A2+TA2,ROLLA SUBRAHMANYAM,AB3-409
BCSE302L,Database Systems,TH,3,A2+TA2,SANKAR P,AB3-413
BCSE302L,Database Systems,TH,3,A2+TA2,HELEN VIJITHA P,AB3-503
BCSE302L,Database Systems,TH,3,A2+TA2,PARVATHY A K,AB3-504
BCSE302L,Database Systems,TH,3,A2+TA2,SIVARANJANI N,AB3-305
BCSE302L,Database Systems,TH,3,A2+TA2,GAYATHRI DEVI S,AB3-506
BCSE302L,Database Systems,TH,3,F1+TF1,AKKARAPAKKAM SUNEESH JACOB,AB1-809
BCSE302L,Database Systems,TH,3,F1+TF1,RISHIKESHAN C A,AB1-811
BCSE302L,Database Systems,TH,3,F1+TF1,RADHIKA R,AB1-812
BCSE302L,Database Systems,TH,3,F2+TF2,AKKARAPAKKAM SUNEESH JACOB,AB1-809
BCSE302L,Database Systems,TH,3,F2+TF2,RISHIKESHAN C A,AB1-811
BCSE302L,Database Systems,TH,3,F2+TF2,RADHIKA R,AB1-812
BCSE302P,Database Systems Lab,LO,1,L29+L30,ANIK GOSWAMI,AB1-603A
BCSE302P,Database Systems Lab,LO,1,L11+L12,ROLLA SUBRAHMANYAM,AB1-209
BCSE302P,Database Systems Lab,LO,1,L11+L12,SANKAR P,AB1-605B
BCSE302P,Database Systems Lab,LO,1,L11+L12,HELEN VIJITHA P,AB3-311
BCSE302P,Database Systems Lab,LO,1,L11+L12,PARVATHY A K,AB3-602
BCSE302P,Database Systems Lab,LO,1,L39+L40,SIVARANJANI N,AB1-307
BCSE302P,Database Systems Lab,LO,1,L19+L20,ROLLA SUBRAHMANYAM,AB1-605B
BCSE302P,Database Systems Lab,LO,1,L19+L20,SANKAR P,AB1-506A
BCSE302P,Database Systems Lab,LO,1,L7+L8,HELEN VIJITHA P,AB1-209
BCSE302P,Database Systems Lab,LO,1,L7+L8,PARVATHY A K,AB1-307
BCSE302P,Database Systems Lab,LO,1,L3+L4,SIVARANJANI N,AB3-311
BCSE302P,Database Systems Lab,LO,1,L3+L4,GAYATHRI DEVI S,AB1-313
BCSE302P,Database Systems Lab,LO,1,L51+L52,RISHIKESHAN C A,AB4-411
BCSE302P,Database Systems Lab,LO,1,L49+L50,AKKARAPAKKAM SUNEESH JACOB,AB4-411
BCSE302P,Database Systems Lab,LO,1,L21+L22,RISHIKESHAN C A,AB4-411
BCSE302P,Database Systems Lab,LO,1,L23+L24,RADHIKA R,AB4-411
BCSE302P,Database Systems Lab,LO,1,L7+L8,AKKARAPAKKAM SUNEESH JACOB,AB1-607B
BCSE302P,Database Systems Lab,LO,1,L19+L20,RADHIKA R,AB4-411
BCSE305L,Embedded Systems,TH,3,D2+TD2,SHARON GIFTSY A L,AB3-403
BCSE305L,Embedded Systems,TH,3,G1+TG1,BALAKRISHNAN R,AB3-208
BCSE305L,Embedded Systems,TH,3,G2+TG2,BALAKRISHNAN R,AB3-208
BCSE305L,Embedded Systems,TH,3,D2+TD2,BALAKRISHNAN R,AB3-404
BCSE305L,Embedded Systems,TH,3,D1+TD1,CHANTHINI BASKAR,AB3-407
BCSE305L,Embedded Systems,TH,3,D2+TD2,CHANTHINI BASKAR,AB3-406
BCSE305L,Embedded Systems,TH,3,G1+TG1,CHANTHINI BASKAR,AB3-209
BCSE305L,Embedded Systems,TH,3,G1+TG1,DHANUSH R,AB3-211
BCSE305L,Embedded Systems,TH,3,G2+TG2,DHANUSH R,AB3-209
BCSE305L,Embedded Systems,TH,3,D2+TD2,DHANUSH R,AB3-407
BCSE305L,Embedded Systems,TH,3,D1+TD1,KARTHIKEYAN P R,AB3-408
BCSE305L,Embedded Systems,TH,3,D2+TD2,KARTHIKEYAN P R,AB3-408
BCSE305L,Embedded Systems,TH,3,G2+TG2,KARTHIKEYAN P R,AB3-211
BCSE305L,Embedded Systems,TH,3,D1+TD1,KIRAN KUMAR M,AB3-409
BCSE305L,Embedded Systems,TH,3,D2+TD2,KIRAN KUMAR M,AB3-409
BCSE305L,Embedded Systems,TH,3,G2+TG2,KIRAN KUMAR M,AB3-305
BCSE305L,Embedded Systems,TH,3,D1+TD1,MOHAMMED AARIF K O,AB3-413
BCSE305L,Embedded Systems,TH,3,D2+TD2,MOHAMMED AARIF K O,AB3-413
BCSE305L,Embedded Systems,TH,3,D2+TD2,SINDHUJA M,AB3-507
BCSE305L,Embedded Systems,TH,3,G1+TG1,SINDHUJA M,AB3-305
BCSE305L,Embedded Systems,TH,3,D2+TD2,SUHASINI S,AB3-613
BCSE305L,Embedded Systems,TH,3,G1+TG1,SUHASINI S,AB3-306
BCSE305L,Embedded Systems,TH,3,G1+TG1,VENKATESAN C,AB3-403
BCSE305L,Embedded Systems,TH,3,G2+TG2,VENKATESAN C,AB3-306
BCSE305L,Embedded Systems,TH,3,D2+TD2,BIBHUTI BHUSAN PRADHAN,AB3-703
BCSE305L,Embedded Systems,TH,3,D2+TD2,MANIGANDAN M,AB3-704
BCSE305L,Embedded Systems,TH,3,D2+TD2,REVATHI S,AB3-705
BCSE305L,Embedded Systems,TH,3,D1+TD1,SINDHUJA M,AB3-603
BCSE305L,Embedded Systems,TH,3,D1+TD1,SUHASINI S,AB3-605
BCSE305L,Embedded Systems,TH,3,D1+TD1,BIBHUTI BHUSAN PRADHAN,AB3-606
BCSE305L,Embedded Systems,TH,3,D1+TD1,MANIGANDAN M,AB3-607
BCSE305L,Embedded Systems,TH,3,D1+TD1,REVATHI S,AB2-201
BCSE305L,Embedded Systems,TH,3,D1+TD1,SRITAMA ROY,AB2-202
BCSE305L,Embedded Systems,TH,3,D1+TD1,ABHIJIT MISHRA,AB2-203
BCSE306L,Artificial Intelligence,TH,3,B2+TB2,PREETHA EVANGELINE D,AB3-606
BCSE306L,Artificial Intelligence,TH,3,B2+TB2,DOMINIC SAVIO M,AB3-607
BCSE306L,Artificial Intelligence,TH,3,B1+TB1,BHAVADHARINI R M,AB3-608
BCSE306L,Artificial Intelligence,TH,3,B2+TB2,VIJAYAPRABAKARAN K,AB3-608
BCSE306L,Artificial Intelligence,TH,3,B1+TB1,VIJAYAPRABAKARAN K,AB3-609
BCSE306L,Artificial Intelligence,TH,3,B1+TB1,RAJIV VINCENT,AB3-613
BCSE307L,Compiler Design,TH,3,B1+TB1,AFRUZA BEGUM,AB3-606
BCSE307L,Compiler Design,TH,3,B1+TB1,DEVI K,AB3-607
BCSE307L,Compiler Design,TH,3,B1+TB1,RATHNA,AB3-503
BCSE307L,Compiler Design,TH,3,B1+TB1,ARAVINDKUMAR S,AB3-504
BCSE307L,Compiler Design,TH,3,B1+TB1,RAJA M,AB3-505
BCSE307L,Compiler Design,TH,3,B1+TB1,INDIRA B,AB3-506
BCSE307L,Compiler Design,TH,3,B1+TB1,PANKAJA LAKSHMI P,AB3-507
BCSE307L,Compiler Design,TH,3,B2+TB2,RATHNA,AB3-409
BCSE307L,Compiler Design,TH,3,B2+TB2,ARAVINDKUMAR S,AB3-413
BCSE307L,Compiler Design,TH,3,B2+TB2,RAJA M,AB3-503
BCSE307L,Compiler Design,TH,3,B2+TB2,INDIRA B,AB3-505
BCSE307L,Compiler Design,TH,3,B2+TB2,MANAS RANJAN PRUSTY,AB3-506
BCSE307L,Compiler Design,TH,3,B2+TB2,DEEPIKA R,AB3-507
BCSE307L,Compiler Design,TH,3,B2+TB2,AFRUZA BEGUM,AB3-613
BCSE307P,Compiler Design Lab,LO,1,L45+L46,AFRUZA BEGUM,AB3-310
BCSE307P,Compiler Design Lab,LO,1,L43+L44,DEVI K,AB3-310
BCSE307P,Compiler Design Lab,LO,1,L29+L30,RATHNA,AB3-302
BCSE307P,Compiler Design Lab,LO,1,L45+L46,ARAVINDKUMAR S,AB1-313
BCSE307P,Compiler Design Lab,LO,1,L45+L46,RAJA M,AB1-506A
BCSE307P,Compiler Design Lab,LO,1,L29+L30,INDIRA B,AB3 - 402
BCSE307P,Compiler Design Lab,LO,1,L43+L44,PANKAJA LAKSHMI P,AB1-313
BCSE307P,Compiler Design Lab,LO,1,L25+L26,RATHNA,AB1-210
BCSE307P,Compiler Design Lab,LO,1,L15+L16,ARAVINDKUMAR S,AB1-506A
BCSE307P,Compiler Design Lab,LO,1,L15+L16,RAJA M,AB1-605A
BCSE307P,Compiler Design Lab,LO,1,L25+L26,INDIRA B,AB1-307
BCSE307P,Compiler Design Lab,LO,1,L27+L28,MANAS RANJAN PRUSTY,AB3-202
BCSE307P,Compiler Design Lab,LO,1,L9+L10,AFRUZA BEGUM,AB3-302
BCSE307P,Compiler Design Lab,LO,1,L27+L28,DEEPIKA R,AB3-302
BCSE308L,Computer Networks,TH,3,A1+TA1,MEENAKSHI J,AB2-407
BCSE308L,Computer Networks,TH,3,A1+TA1,HEMANTH C,AB1-802
BCSE308L,Computer Networks,TH,3,A1+TA1,JAYA VIGNESH T,AB1-808
BCSE308L,Computer Networks,TH,3,A1+TA1,SARANYA NAIR M,AB1-809
BCSE308L,Computer Networks,TH,3,A2+TA2,HEMANTH C,AB1-802
BCSE308L,Computer Networks,TH,3,A2+TA2,JAYA VIGNESH T,AB1-808
BCSE308L,Computer Networks,TH,3,A2+TA2,LATHA P,AB1-809
BCSE308P,Computer Networks Lab,LO,1,L11+L12,MEENAKSHI J,AB1-607
BCSE308P,Computer Networks Lab,LO,1,L49+L50,HEMANTH C,AB4-407
BCSE308P,Computer Networks Lab,LO,1,L37+L38,JAYA VIGNESH T,AB4-407
BCSE308P,Computer Networks Lab,LO,1,L39+L40,SARANYA NAIR M,AB4-407
BCSE308P,Computer Networks Lab,LO,1,L3+L4,HEMANTH C,AB4-407
BCSE308P,Computer Networks Lab,LO,1,L9+L10,JAYA VIGNESH T,AB4-407
BCSE308P,Computer Networks Lab,LO,1,L7+L8,LATHA P,AB4-407
BCSE309L,Cryptography and Network Security,TH,3,B2+TB2,KARTHIKA V,AB3-609
BCSE309L,Cryptography and Network Security,TH,3,B1+TB1,NITHYANANDAM P,AB3-703
BCSE309L,Cryptography and Network Security,TH,3,B1+TB1,KARTHIKA V,AB3-704
BCSE309P,Cryptography and Network Security Lab,LO,1,L15+L16,KARTHIKA V,AB3-612
BCSE309P,Cryptography and Network Security Lab,LO,1,L31+L32,NITHYANANDAM P,AB3-602
BCSE309P,Cryptography and Network Security Lab,LO,1,L43+L44,KARTHIKA V,AB3-511
BCSE316L,Design of Smart Cities,TH,3,F1+TF1,SUSEELA S,AB3-409
BCSE316L,Design of Smart Cities,TH,3,F2+TF2,VALLIDEVI K,AB3-413
BCSE316L,Design of Smart Cities,TH,3,F2+TF2,SUSEELA S,AB3-503
BCSE324L,Foundations of Blockchain Technology,TH,3,G2+TG2,VISWANATHAN V,AB4-518
BCSE331L,Exploratory Data Analysis,TH,2,E1,PRETHIJA G,MAB3-303
BCSE331L,Exploratory Data Analysis,TH,2,E2,VALARMATHI SUDHAKAR,MAB3-302
BCSE331P,Exploratory Data Analysis Lab,LO,1,L29+L30,PRETHIJA G,AB1-209
BCSE331P,Exploratory Data Analysis Lab,LO,1,L23+L24,VALARMATHI SUDHAKAR,AB1-208
BCSE332L,Deep Learning,TH,3,C1+TC1,RENTA CHINTALA BHARGAVI,MAB3-203
BCSE332P,Deep Learning Lab,LO,1,L31+L32,RENTA CHINTALA BHARGAVI,AB1-210
BCSE334L,Predictive Analytics,TH,3,B1+TB1,A. NAYEEMULLA KHAN,MAB3-202
BCSE334L,Predictive Analytics,TH,3,B1+TB1,PATTABIRAMAN V,MAB3-203
BCSE334L,Predictive Analytics,TH,3,B2+TB2,DHANALAKSHMI R,MAB3-202
BCSE334L,Predictive Analytics,TH,3,B2+TB2,TAMILARASI K,MAB3-203
BCSE334L,Predictive Analytics,TH,3,B1+TB1,DHANALAKSHMI R,MAB3-303
BCSE335L,Healthcare Data Analytics,TH,3,B1+TB1,PUNITHA K,MAB3-301
BCSE335L,Healthcare Data Analytics,TH,3,B1+TB1,ASWIGA,MAB3-302
BCSE335L,Healthcare Data Analytics,TH,3,B2+TB2,PUNITHA K,MAB3-302
BCSE335L,Healthcare Data Analytics,TH,3,A1+TA1,MAHESWARI S,MAB3-202
BCSE335L,Healthcare Data Analytics,TH,3,A2+TA2,SUGUNA,MAB3-202
BCSE335L,Healthcare Data Analytics,TH,3,B2+TB2,VISWANATHAN V,MAB3-303
BCSE336L,Financial Data Analytics,TH,2,F1,NACHIYAPPAN S,MAB3-203
BCSE336P,Financial Data Analytics Lab,LO,1,L11+L12,NACHIYAPPAN S,AB3-202
BCSE355L,Cloud Architecture Design,TH,3,E1+TE1,PRADEEP K,AB3-508
BCSE355L,Cloud Architecture Design,TH,3,E2+TE2,SUGUNA,AB3-508
BCSE355L,Cloud Architecture Design,TH,3,E1+TE1,MAHESWARI S,AB3-509
BCSE355L,Cloud Architecture Design,TH,3,E2+TE2,SENDHIL R,AB3-513
BCSE355L,Cloud Architecture Design,TH,3,E1+TE1,JAYANTHI R,AB3-603
BCSE355L,Cloud Architecture Design,TH,3,E2+TE2,TAMILARASI K,AB3-603
BCSE355L,Cloud Architecture Design,TH,3,E1+TE1,MANSOOR HUSSAIN D,AB3-604
BCSE355L,Cloud Architecture Design,TH,3,E2+TE2,PRADEEP K,AB3-604
BCSE355L,Cloud Architecture Design,TH,3,E1+TE1,TAMILARASI K,AB3-606
BCSE355L,Cloud Architecture Design,TH,3,E1+TE1,SENDHIL R,AB3-607
BCSE355L,Cloud Architecture Design,TH,3,E1+TE1,SUGUNA,AB3-605
BCSE355L,Cloud Architecture Design,TH,3,E2+TE2,MAHESWARI S,AB3-605
BCSE355L,Cloud Architecture Design,TH,3,E2+TE2,KRITHIGA R,AB3-606
BCSE355L,Cloud Architecture Design,TH,3,E2+TE2,JAYANTHI R,AB3-607
BCSE355L,Cloud Architecture Design,TH,3,E1+TE1,KANNIGA DEVI R,AB3-608
BCSE355L,Cloud Architecture Design,TH,3,E2+TE2,LOGESWARI G,AB3-608
BCSE355L,Cloud Architecture Design,TH,3,E1+TE1,KARTHIKEYAN N,AB3-609
BCSE355L,Cloud Architecture Design,TH,3,E1+TE1,MARIMUTHU M,AB3-613
BCSE355L,Cloud Architecture Design,TH,3,E2+TE2,S JAHANGEER SIDIQ,AB3-609
BCSE355L,Cloud Architecture Design,TH,3,E1+TE1,THANIKACHALAM V,AB3-703
BCSE355L,Cloud Architecture Design,TH,3,E1+TE1,SIVA PRIYA M S,AB3-704
BCSE355L,Cloud Architecture Design,TH,3,E1+TE1,SELLAM V,AB3-405
BCSE355L,Cloud Architecture Design,TH,3,E1+TE1,OMANA J,AB3-406
BCSE355L,Cloud Architecture Design,TH,3,E1+TE1,VIVEKANANDAN M,AB3-407
BCSE355L,Cloud Architecture Design,TH,3,E1+TE1,POORNIMA S,AB3-408
BCSE355L,Cloud Architecture Design,TH,3,E1+TE1,S VIGNESHWARI,AB3-409
BCSE355L,Cloud Architecture Design,TH,3,E1+TE1,PREETHA EVANGELINE D,AB3-413
BCSE355L,Cloud Architecture Design,TH,3,E1+TE1,MAHESWARI P,AB3-503
BCSE355L,Cloud Architecture Design,TH,3,E1+TE1,PREMANAND V,AB3-504
BCSE355L,Cloud Architecture Design,TH,3,E1+TE1,VISWANATHAN V,AB3-505
BCSE355L,Cloud Architecture Design,TH,3,E1+TE1,VIJAYARAJ J,AB3-506
BCSE355L,Cloud Architecture Design,TH,3,E1+TE1,RAJKUMAR R,AB3-507
BCSE355L,Cloud Architecture Design,TH,3,E2+TE2,SELLAM V,AB3-403
BCSE355L,Cloud Architecture Design,TH,3,E2+TE2,OMANA J,AB3-404
BCSE355L,Cloud Architecture Design,TH,3,E2+TE2,VIVEKANANDAN M,AB3-405
BCSE355L,Cloud Architecture Design,TH,3,E2+TE2,VIJAYARAJ J,AB3-406
BCSE355L,Cloud Architecture Design,TH,3,E2+TE2,PREETHA EVANGELINE D,AB3-407
BCSE355L,Cloud Architecture Design,TH,3,E2+TE2,PREMANAND V,AB3-408
BCSE355L,Cloud Architecture Design,TH,3,E2+TE2,MAHESWARI P,AB3-409
BCSE355L,Cloud Architecture Design,TH,3,E2+TE2,RAJKUMAR R,AB3-503
BCSE355L,Cloud Architecture Design,TH,3,E2+TE2,S VIGNESHWARI,AB3-505
BCSE355L,Cloud Architecture Design,TH,3,E2+TE2,POORNIMA S,AB3-506
BCSE355L,Cloud Architecture Design,TH,3,E1+TE1,KRITHIGA R,AB3-705
BCSE355L,Cloud Architecture Design,TH,3,E2+TE2,PALANI THANARAJ K,AB3-703
BCSE355L,Cloud Architecture Design,TH,3,E2+TE2,VISWANATHAN V,AB3-413
BCSE355L,Cloud Architecture Design,TH,3,E2+TE2,VISWANATHAN V,AB3-504
BCSE399J,Summer Industrial Internship,PJT,1,NIL,ACAD FACULTY,NIL
BCSE402L,Big Data Analytics,TH,3,E1+TE1,SRINIVASAN B,AB4-518
BCSE402L,Big Data Analytics,TH,3,E2+TE2,DHARINI R,AB4-518
BCSE404L,Internet and Web Programming,TH,3,C1+TC1,SINDHU RAVINDRAN,AB4-518
BCSE406L,NoSQL Databases,TH,3,D2+TD2,GEETHA S,MAB3-301
BCSE406L,NoSQL Databases,TH,3,D1+TD1,MANJULA V,MAB3-302
BCSE406L,NoSQL Databases,TH,3,D2+TD2,SELLAM V,MAB3-302
BCSE407L,Computer vision,TH,3,C2+TC2,KULANDAI JOSEPHINE JULINA J,AB4-518
BCSE408L,Cloud Computing,TH,3,D1+TD1,DINAKARAN M,MAB3-201
BCSE408L,Cloud Computing,TH,3,D1+TD1,RAJKUMAR R,MAB3-202
BCSE408L,Cloud Computing,TH,3,D2+TD2,INDRA PRIYADHARSHINI,MAB3-201
BCSE409L,Natural Language Processing,TH,3,F2+TF2,VIJAYAPRABAKARAN K,AB3-504
BCSE409L,Natural Language Processing,TH,3,F2+TF2,JANAKI MEENA M,AB3-505
BCSE409L,Natural Language Processing,TH,3,F1+TF1,KRITHIGA R,AB3-504
BCSE410L,Cyber Security,TH,3,F1+TF1,JAYASUDHA M,AB3-407
BCSE410L,Cyber Security,TH,3,F1+TF1,VIJAYAKUMAR K P,AB3-408
BCSE410L,Cyber Security,TH,3,F2+TF2,SUBBULAKSHMI T,AB3-506
BCSE415L,Human Computer Interaction,TH,3,D1+TD1,ANITA CHRISTALINE J,MAB3-203
BCSE415L,Human Computer Interaction,TH,3,D1+TD1,KABILAN K,MAB3-301
BCSE415L,Human Computer Interaction,TH,3,D2+TD2,ANITA CHRISTALINE J,MAB3-202
BCSE415L,Human Computer Interaction,TH,3,D2+TD2,PREMANAND V,MAB3-203
BCSE416L,Game Programming,TH,3,A2+TA2,MANIMEGALAI,MAB3-201
BCSE416L,Game Programming,TH,3,A1+TA1,SANGEETHA N,MAB3-201
BCSE416P,Game Programming Lab,LO,1,L19+L20,MANIMEGALAI,AB1-210
BCSE416P,Game Programming Lab,LO,1,L51+L52,SANGEETHA N,AB1-210
BCSE417L,Machine vision,TH,3,B1+TB1,RAJARAJESWARI S,MAB3-401
BCSE417L,Machine vision,TH,3,B1+TB1,BALASUNDARAM A,MAB3-402
BCSE417L,Machine vision,TH,3,B2+TB2,RAJARAJESWARI S,MAB3-401
BCSE417P,Machine Vision Lab,LO,1,L23+L24,RAJARAJESWARI S,AB3-410
BCSE417P,Machine Vision Lab,LO,1,L55+L56,BALASUNDARAM A,AB3-311
BCSE417P,Machine Vision Lab,LO,1,L1+L2,RAJARAJESWARI S,AB3-410
BCSE418L,Explainable Artificial Intelligence,TH,2,F2,POORNIMA S,MAB3-201
BCSE419L,Speech and Language Processing,TH,3,F1+TF1,PRIYADARSHINI J,MAB3-201
BCSE419P,Speech and Language Processing lab,LO,1,L57+L58,PRIYADARSHINI J,AB3-311
